dataset,modelo,instance,relaxed_times,relaxed_len_eq,relaxed_len_range,relaxed_explanation
iris,model_1layers_20neurons.h5,98,"[0.04080963134765625, 0.04015398025512695, 0.03720688819885254, 0.03736376762390137, 0.04307293891906738, 0.03918957710266113, 0.03912186622619629, 0.041405677795410156, 0.04008817672729492, 0.03778958320617676]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}]"
iris,model_1layers_20neurons.h5,99,"[0.0368802547454834, 0.04306912422180176, 0.056946516036987305, 0.04438281059265137, 0.037680625915527344, 0.04490375518798828, 0.05634760856628418, 0.03463029861450195, 0.03273439407348633, 0.04159903526306152]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}, 'range': []}]"
iris,model_2layers_20neurons.h5,0,"[0.052777767181396484, 0.06502509117126465, 0.06784677505493164, 0.06371712684631348, 0.05475783348083496, 0.07364225387573242, 0.07362174987792969, 0.055014610290527344, 0.05673050880432129, 0.04944109916687012]","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2]","[4, 4, 4, 3, 3, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4275,x_0,0.4475), docplex.mp.RangeConstraint[input_range_1](0.36499999999999977,x_1,0.3849999999999998), docplex.mp.RangeConstraint[input_range_2](0.5971428571428571,x_2,0.6171428571428571), docplex.mp.RangeConstraint[input_range_3](0.4900000000000001,x_3,0.5100000000000001)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4175,x_0,0.4575), docplex.mp.RangeConstraint[input_range_1](0.35499999999999976,x_1,0.3949999999999998), docplex.mp.RangeConstraint[input_range_2](0.5871428571428571,x_2,0.6271428571428571), docplex.mp.RangeConstraint[input_range_3](0.4800000000000001,x_3,0.5200000000000001)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4075,x_0,0.4675), docplex.mp.RangeConstraint[input_range_1](0.34499999999999975,x_1,0.4049999999999998), docplex.mp.RangeConstraint[input_range_2](0.5771428571428571,x_2,0.6371428571428571), docplex.mp.RangeConstraint[input_range_3](0.4700000000000001,x_3,0.5300000000000001)]}, {'eq': {'x_3': 0.5000000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3975,x_0,0.4775), docplex.mp.RangeConstraint[input_range_1](0.3349999999999998,x_1,0.41499999999999976), docplex.mp.RangeConstraint[input_range_2](0.5671428571428571,x_2,0.6471428571428571)]}, {'eq': {'x_3': 0.5000000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3875,x_0,0.4875), docplex.mp.RangeConstraint[input_range_1](0.3249999999999998,x_1,0.42499999999999977), docplex.mp.RangeConstraint[input_range_2](0.557142857142857,x_2,0.6571428571428571)]}, {'eq': {'x_2': 0.6071428571428571, 'x_3': 0.5000000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3775,x_0,0.4975), docplex.mp.RangeConstraint[input_range_1](0.3149999999999998,x_1,0.4349999999999998)]}, {'eq': {'x_2': 0.6071428571428571, 'x_3': 0.5000000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3675,x_0,0.5075000000000001), docplex.mp.RangeConstraint[input_range_1](0.30499999999999977,x_1,0.4449999999999998)]}, {'eq': {'x_2': 0.6071428571428571, 'x_3': 0.5000000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3575,x_0,0.5175), docplex.mp.RangeConstraint[input_range_1](0.29499999999999976,x_1,0.4549999999999998)]}, {'eq': {'x_2': 0.6071428571428571, 'x_3': 0.5000000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.34750000000000003,x_0,0.5275), docplex.mp.RangeConstraint[input_range_1](0.2849999999999998,x_1,0.46499999999999975)]}, {'eq': {'x_2': 0.6071428571428571, 'x_3': 0.5000000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3375,x_0,0.5375), docplex.mp.RangeConstraint[input_range_1](0.2749999999999998,x_1,0.47499999999999976)]}]"
iris,model_2layers_20neurons.h5,1,"[0.045050859451293945, 0.0373685359954834, 0.03077530860900879, 0.03227949142456055, 0.03142738342285156, 0.03151416778564453, 0.033296823501586914, 0.05632734298706055, 0.03161001205444336, 0.034909963607788086]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3025,x_0,0.3225), docplex.mp.RangeConstraint[input_range_1](0.99,x_1,1), docplex.mp.RangeConstraint[input_range_2](0.061428571428571395,x_2,0.08142857142857139), docplex.mp.RangeConstraint[input_range_3](0.0809090909090909,x_3,0.10090909090909089)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2925,x_0,0.3325), docplex.mp.RangeConstraint[input_range_1](0.98,x_1,1), docplex.mp.RangeConstraint[input_range_2](0.05142857142857139,x_2,0.0914285714285714), docplex.mp.RangeConstraint[input_range_3](0.0709090909090909,x_3,0.1109090909090909)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2825,x_0,0.3425), docplex.mp.RangeConstraint[input_range_1](0.97,x_1,1), docplex.mp.RangeConstraint[input_range_2](0.0414285714285714,x_2,0.1014285714285714), docplex.mp.RangeConstraint[input_range_3](0.0609090909090909,x_3,0.1209090909090909)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2725,x_0,0.3525), docplex.mp.RangeConstraint[input_range_1](0.96,x_1,1), docplex.mp.RangeConstraint[input_range_2](0.031428571428571396,x_2,0.1114285714285714), docplex.mp.RangeConstraint[input_range_3](0.0509090909090909,x_3,0.1309090909090909)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2625,x_0,0.3625), docplex.mp.RangeConstraint[input_range_1](0.95,x_1,1), docplex.mp.RangeConstraint[input_range_2](0.021428571428571394,x_2,0.1214285714285714), docplex.mp.RangeConstraint[input_range_3](0.040909090909090895,x_3,0.1409090909090909)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2525,x_0,0.3725), docplex.mp.RangeConstraint[input_range_1](0.94,x_1,1), docplex.mp.RangeConstraint[input_range_2](0.011428571428571399,x_2,0.1314285714285714), docplex.mp.RangeConstraint[input_range_3](0.0309090909090909,x_3,0.15090909090909088)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2425,x_0,0.3825), docplex.mp.RangeConstraint[input_range_1](0.9299999999999999,x_1,1), docplex.mp.RangeConstraint[input_range_2](0.0014285714285713902,x_2,0.1414285714285714), docplex.mp.RangeConstraint[input_range_3](0.02090909090909089,x_3,0.1609090909090909)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.23249999999999998,x_0,0.3925), docplex.mp.RangeConstraint[input_range_1](0.92,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1514285714285714), docplex.mp.RangeConstraint[input_range_3](0.010909090909090896,x_3,0.1709090909090909)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2225,x_0,0.40249999999999997), docplex.mp.RangeConstraint[input_range_1](0.91,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1614285714285714), docplex.mp.RangeConstraint[input_range_3](0.0009090909090909011,x_3,0.1809090909090909)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2125,x_0,0.4125), docplex.mp.RangeConstraint[input_range_1](0.9,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1714285714285714), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.19090909090909092)]}]"
iris,model_2layers_20neurons.h5,2,"[0.05553889274597168, 0.04665803909301758, 0.04774737358093262, 0.03600907325744629, 0.03730130195617676, 0.039069175720214844, 0.04214882850646973, 0.04505562782287598, 0.044882774353027344, 0.0467832088470459]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.9275,x_0,0.9475), docplex.mp.RangeConstraint[input_range_1](0.24,x_1,0.26), docplex.mp.RangeConstraint[input_range_2](0.99,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.99,x_3,1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.9175,x_0,0.9575), docplex.mp.RangeConstraint[input_range_1](0.23,x_1,0.27), docplex.mp.RangeConstraint[input_range_2](0.98,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.98,x_3,1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.9075,x_0,0.9675), docplex.mp.RangeConstraint[input_range_1](0.22,x_1,0.28), docplex.mp.RangeConstraint[input_range_2](0.97,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.97,x_3,1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.8975,x_0,0.9775), docplex.mp.RangeConstraint[input_range_1](0.21,x_1,0.29), docplex.mp.RangeConstraint[input_range_2](0.96,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.96,x_3,1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.8875,x_0,0.9875), docplex.mp.RangeConstraint[input_range_1](0.2,x_1,0.3), docplex.mp.RangeConstraint[input_range_2](0.95,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.95,x_3,1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.8775,x_0,0.9975), docplex.mp.RangeConstraint[input_range_1](0.19,x_1,0.31), docplex.mp.RangeConstraint[input_range_2](0.94,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.94,x_3,1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.8674999999999999,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.18,x_1,0.32), docplex.mp.RangeConstraint[input_range_2](0.9299999999999999,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.9299999999999999,x_3,1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.8575,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.16999999999999998,x_1,0.33), docplex.mp.RangeConstraint[input_range_2](0.92,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.92,x_3,1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.8475,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.16,x_1,0.33999999999999997), docplex.mp.RangeConstraint[input_range_2](0.91,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.91,x_3,1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.8375,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.15,x_1,0.35), docplex.mp.RangeConstraint[input_range_2](0.9,x_2,1), docplex.mp.RangeConstraint[input_range_3](0.9,x_3,1)]}]"
iris,model_2layers_20neurons.h5,3,"[0.04363274574279785, 0.04458212852478027, 0.07943081855773926, 0.04220700263977051, 0.0503690242767334, 0.050133705139160156, 0.05963706970214844, 0.052722930908203125, 0.04644465446472168, 0.04742908477783203]","[0, 1, 2, 2, 3, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.39625,x_0,0.41625), docplex.mp.RangeConstraint[input_range_1](0.42749999999999977,x_1,0.4474999999999998), docplex.mp.RangeConstraint[input_range_2](0.5614285714285714,x_2,0.5814285714285714), docplex.mp.RangeConstraint[input_range_3](0.6263636363636365,x_3,0.6463636363636365)]}, {'eq': {'x_3': 0.6363636363636365}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.38625,x_0,0.42625), docplex.mp.RangeConstraint[input_range_1](0.41749999999999976,x_1,0.4574999999999998), docplex.mp.RangeConstraint[input_range_2](0.5514285714285714,x_2,0.5914285714285714)]}, {'eq': {'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.37625,x_0,0.43625), docplex.mp.RangeConstraint[input_range_1](0.40749999999999975,x_1,0.4674999999999998)]}, {'eq': {'x_1': 0.4374999999999998, 'x_3': 0.6363636363636365}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.36625,x_0,0.44625), docplex.mp.RangeConstraint[input_range_2](0.5314285714285714,x_2,0.6114285714285714)]}, {'eq': {'x_1': 0.4374999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.35625,x_0,0.45625)]}, {'eq': {'x_1': 0.4374999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.34625,x_0,0.46625)]}, {'eq': {'x_1': 0.4374999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.33625,x_0,0.47625)]}, {'eq': {'x_1': 0.4374999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.32625,x_0,0.48625)]}, {'eq': {'x_1': 0.4374999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.31625000000000003,x_0,0.49624999999999997)]}, {'eq': {'x_1': 0.4374999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.30625,x_0,0.50625)]}]"
iris,model_2layers_20neurons.h5,4,"[0.0860133171081543, 0.06253814697265625, 0.06082272529602051, 0.05446791648864746, 0.04759812355041504, 0.05695295333862305, 0.23514294624328613, 0.0469663143157959, 0.04975485801696777, 0.04966425895690918]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}, 'range': []}]"
iris,model_2layers_20neurons.h5,5,"[0.03961992263793945, 0.04392695426940918, 0.039302825927734375, 0.03560686111450195, 0.036960601806640625, 0.0392918586730957, 0.03718972206115723, 0.03773093223571777, 0.041854143142700195, 0.04078269004821777]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.20875,x_0,0.22875), docplex.mp.RangeConstraint[input_range_1](0.74,x_1,0.76), docplex.mp.RangeConstraint[input_range_2](0.0257142857142856,x_2,0.0457142857142856), docplex.mp.RangeConstraint[input_range_3](0.1263636363636363,x_3,0.1463636363636363)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.19875,x_0,0.23875), docplex.mp.RangeConstraint[input_range_1](0.73,x_1,0.77), docplex.mp.RangeConstraint[input_range_2](0.0157142857142856,x_2,0.055714285714285605), docplex.mp.RangeConstraint[input_range_3](0.1163636363636363,x_3,0.1563636363636363)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.18875,x_0,0.24875), docplex.mp.RangeConstraint[input_range_1](0.72,x_1,0.78), docplex.mp.RangeConstraint[input_range_2](0.005714285714285602,x_2,0.0657142857142856), docplex.mp.RangeConstraint[input_range_3](0.1063636363636363,x_3,0.1663636363636363)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.17875,x_0,0.25875), docplex.mp.RangeConstraint[input_range_1](0.71,x_1,0.79), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.0757142857142856), docplex.mp.RangeConstraint[input_range_3](0.09636363636363629,x_3,0.1763636363636363)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.16875,x_0,0.26875), docplex.mp.RangeConstraint[input_range_1](0.7,x_1,0.8), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.0857142857142856), docplex.mp.RangeConstraint[input_range_3](0.0863636363636363,x_3,0.1863636363636363)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.15875,x_0,0.27875), docplex.mp.RangeConstraint[input_range_1](0.69,x_1,0.81), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.0957142857142856), docplex.mp.RangeConstraint[input_range_3](0.0763636363636363,x_3,0.1963636363636363)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.14875,x_0,0.28875), docplex.mp.RangeConstraint[input_range_1](0.6799999999999999,x_1,0.8200000000000001), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.10571428571428561), docplex.mp.RangeConstraint[input_range_3](0.06636363636363629,x_3,0.2063636363636363)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.13874999999999998,x_0,0.29875), docplex.mp.RangeConstraint[input_range_1](0.67,x_1,0.83), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1157142857142856), docplex.mp.RangeConstraint[input_range_3](0.056363636363636296,x_3,0.2163636363636363)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.12875,x_0,0.30874999999999997), docplex.mp.RangeConstraint[input_range_1](0.66,x_1,0.84), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1257142857142856), docplex.mp.RangeConstraint[input_range_3](0.0463636363636363,x_3,0.2263636363636363)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.11875,x_0,0.31875), docplex.mp.RangeConstraint[input_range_1](0.65,x_1,0.85), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.13571428571428562), docplex.mp.RangeConstraint[input_range_3](0.03636363636363629,x_3,0.2363636363636363)]}]"
iris,model_2layers_20neurons.h5,6,"[0.03577280044555664, 0.03904867172241211, 0.04738354682922363, 0.04419827461242676, 0.04201245307922363, 0.040239572525024414, 0.04179716110229492, 0.06505417823791504, 0.07602334022521973, 0.04394793510437012]","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2]","[4, 4, 4, 3, 3, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.27125,x_0,0.29125), docplex.mp.RangeConstraint[input_range_1](0.42749999999999977,x_1,0.4474999999999998), docplex.mp.RangeConstraint[input_range_2](0.4007142857142857,x_2,0.4207142857142857), docplex.mp.RangeConstraint[input_range_3](0.5354545454545455,x_3,0.5554545454545455)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.26125,x_0,0.30125), docplex.mp.RangeConstraint[input_range_1](0.41749999999999976,x_1,0.4574999999999998), docplex.mp.RangeConstraint[input_range_2](0.3907142857142857,x_2,0.4307142857142857), docplex.mp.RangeConstraint[input_range_3](0.5254545454545455,x_3,0.5654545454545455)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.25125,x_0,0.31125), docplex.mp.RangeConstraint[input_range_1](0.40749999999999975,x_1,0.4674999999999998), docplex.mp.RangeConstraint[input_range_2](0.38071428571428567,x_2,0.4407142857142857), docplex.mp.RangeConstraint[input_range_3](0.5154545454545455,x_3,0.5754545454545456)]}, {'eq': {'x_3': 0.5454545454545455}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.24125,x_0,0.32125), docplex.mp.RangeConstraint[input_range_1](0.3974999999999998,x_1,0.47749999999999976), docplex.mp.RangeConstraint[input_range_2](0.3707142857142857,x_2,0.4507142857142857)]}, {'eq': {'x_3': 0.5454545454545455}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.23125,x_0,0.33125), docplex.mp.RangeConstraint[input_range_1](0.3874999999999998,x_1,0.48749999999999977), docplex.mp.RangeConstraint[input_range_2](0.3607142857142857,x_2,0.4607142857142857)]}, {'eq': {'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.22125,x_0,0.34125), docplex.mp.RangeConstraint[input_range_1](0.3774999999999998,x_1,0.4974999999999998)]}, {'eq': {'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.21125,x_0,0.35125), docplex.mp.RangeConstraint[input_range_1](0.36749999999999977,x_1,0.5074999999999998)]}, {'eq': {'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.20124999999999998,x_0,0.36125), docplex.mp.RangeConstraint[input_range_1](0.35749999999999976,x_1,0.5174999999999997)]}, {'eq': {'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.19125,x_0,0.37124999999999997), docplex.mp.RangeConstraint[input_range_1](0.3474999999999998,x_1,0.5274999999999997)]}, {'eq': {'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.18125,x_0,0.38125), docplex.mp.RangeConstraint[input_range_1](0.3374999999999998,x_1,0.5374999999999998)]}]"
iris,model_2layers_20neurons.h5,7,"[0.07323622703552246, 0.09528708457946777, 0.058168888092041016, 0.054044485092163086, 0.08857369422912598, 0.0807349681854248, 0.06853842735290527, 0.10178875923156738, 0.09406089782714844, 0.10301017761230469]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}, 'range': []}]"
