dataset,modelo,instance,relaxed_layer_0_time_milp_relaxed,relaxed_layer_0_len_milp_relaxed,relaxed_layer_0_explanation
iris,model_1layers_20neurons.h5,35,0.0415079593658447,4,"{'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}"
iris,model_1layers_20neurons.h5,36,0.0479776859283447,3,"{'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_1layers_20neurons.h5,37,0.0362472534179687,3,"{'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,38,0.0469188690185546,3,"{'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,39,0.0348017215728759,3,"{'x_1': 0.8749999999999998, 'x_2': 0.087719298245614, 'x_3': 0.0}"
iris,model_1layers_20neurons.h5,40,0.0367157459259033,4,"{'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}"
iris,model_1layers_20neurons.h5,41,0.049391746520996,3,"{'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}"
iris,model_1layers_20neurons.h5,42,0.0359635353088378,4,"{'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}"
iris,model_1layers_20neurons.h5,43,0.042844533920288,3,"{'x_1': 0.7916666666666665, 'x_2': 0.0526315789473684, 'x_3': 0.125}"
iris,model_1layers_20neurons.h5,44,0.0348484516143798,3,"{'x_1': 0.7083333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,45,0.0391490459442138,3,"{'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}"
iris,model_1layers_20neurons.h5,46,0.0413775444030761,4,"{'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}"
iris,model_1layers_20neurons.h5,47,0.0387313365936279,4,"{'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}"
iris,model_1layers_20neurons.h5,48,0.0436959266662597,3,"{'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}"
iris,model_1layers_20neurons.h5,49,0.0480017662048339,2,"{'x_2': 0.8947368421052629, 'x_3': 1.0}"
iris,model_1layers_20neurons.h5,50,0.0442299842834472,3,"{'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}"
iris,model_1layers_20neurons.h5,51,0.0499169826507568,3,"{'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}"
iris,model_1layers_20neurons.h5,52,0.1918332576751709,4,"{'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_1layers_20neurons.h5,53,0.0598814487457275,3,"{'x_1': 0.625, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,54,0.0409681797027587,3,"{'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}"
iris,model_1layers_20neurons.h5,55,0.042205810546875,3,"{'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}"
iris,model_1layers_20neurons.h5,56,0.0406596660614013,3,"{'x_1': 0.5833333333333333, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,57,0.0325613021850585,3,"{'x_1': 0.625, 'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}"
iris,model_1layers_20neurons.h5,58,0.0361840724945068,3,"{'x_1': 0.7499999999999998, 'x_2': 0.1578947368421052, 'x_3': 0.125}"
iris,model_1layers_20neurons.h5,59,0.0422847270965576,3,"{'x_0': 0.2058823529411764, 'x_1': 0.0, 'x_3': 0.375}"
iris,model_1layers_20neurons.h5,60,0.0520851612091064,4,"{'x_0': 0.588235294117647, 'x_1': 0.2916666666666667, 'x_2': 0.6842105263157895, 'x_3': 0.7083333333333334}"
iris,model_1layers_20neurons.h5,61,0.0488698482513427,3,"{'x_1': 0.5833333333333333, 'x_2': 0.1578947368421052, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,62,0.037064790725708,3,"{'x_0': 0.2058823529411764, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,63,0.0329718589782714,3,"{'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}"
iris,model_1layers_20neurons.h5,64,0.0454530715942382,3,"{'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}"
iris,model_1layers_20neurons.h5,65,0.0329251289367675,3,"{'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,66,0.0419018268585205,3,"{'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}"
iris,model_1layers_20neurons.h5,67,0.0492057800292968,2,"{'x_2': 1.0, 'x_3': 0.8750000000000001}"
iris,model_1layers_20neurons.h5,68,0.0367066860198974,3,"{'x_1': 0.5, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,69,0.0382153987884521,3,"{'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}"
iris,model_1layers_20neurons.h5,70,0.0458128452301025,3,"{'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}"
iris,model_1layers_20neurons.h5,71,0.0331902503967285,3,"{'x_1': 0.9166666666666669, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,72,0.0411288738250732,4,"{'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}"
iris,model_1layers_20neurons.h5,73,0.0383455753326416,4,"{'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}"
iris,model_1layers_20neurons.h5,74,0.0475378036499023,4,"{'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}"
iris,model_1layers_20neurons.h5,75,0.0374093055725097,4,"{'x_0': 0.323529411764706, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_1layers_20neurons.h5,76,0.0504312515258789,3,"{'x_1': 0.5833333333333333, 'x_2': 0.7719298245614036, 'x_3': 0.9166666666666666}"
iris,model_1layers_20neurons.h5,77,0.033337116241455,4,"{'x_0': 0.3529411764705883, 'x_1': 0.1249999999999998, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_1layers_20neurons.h5,78,0.0380816459655761,3,"{'x_1': 0.7916666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.125}"
iris,model_1layers_20neurons.h5,79,0.0348780155181884,3,"{'x_1': 0.1249999999999998, 'x_2': 0.4035087719298245, 'x_3': 0.375}"
iris,model_1layers_20neurons.h5,80,0.0352325439453125,4,"{'x_0': 0.6176470588235294, 'x_1': 0.2916666666666667, 'x_2': 0.7543859649122806, 'x_3': 0.75}"
iris,model_1layers_20neurons.h5,81,0.0362648963928222,3,"{'x_1': 0.5416666666666665, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,82,0.04105806350708,3,"{'x_1': 0.5, 'x_2': 0.0350877192982456, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,83,0.0404801368713378,3,"{'x_1': 0.1666666666666666, 'x_2': 0.4912280701754385, 'x_3': 0.4166666666666667}"
iris,model_1layers_20neurons.h5,84,0.0347397327423095,4,"{'x_0': 0.7058823529411764, 'x_1': 0.4166666666666667, 'x_2': 0.7017543859649122, 'x_3': 0.6666666666666667}"
iris,model_1layers_20neurons.h5,85,0.035905122756958,3,"{'x_1': 0.4583333333333332, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,86,0.0483021736145019,3,"{'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}"
iris,model_1layers_20neurons.h5,87,0.0353636741638183,3,"{'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,88,0.0340821743011474,3,"{'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}"
iris,model_1layers_20neurons.h5,89,0.0447442531585693,4,"{'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}"
iris,model_1layers_20neurons.h5,90,0.0393667221069335,3,"{'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}"
iris,model_1layers_20neurons.h5,91,0.0465304851531982,3,"{'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}"
iris,model_1layers_20neurons.h5,92,0.0547502040863037,4,"{'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}"
iris,model_1layers_20neurons.h5,93,0.0381934642791748,4,"{'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}"
iris,model_1layers_20neurons.h5,94,0.0502600669860839,3,"{'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}"
iris,model_1layers_20neurons.h5,95,0.0344626903533935,4,"{'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_1layers_20neurons.h5,96,0.0403633117675781,3,"{'x_0': 0.0294117647058824, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_1layers_20neurons.h5,97,0.0390043258666992,3,"{'x_1': 0.4166666666666667, 'x_2': 0.0175438596491228, 'x_3': 0.0}"
iris,model_1layers_20neurons.h5,98,0.0394015312194824,4,"{'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}"
iris,model_1layers_20neurons.h5,99,0.0353431701660156,4,"{'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}"
iris,model_2layers_20neurons.h5,0,0.0398681163787841,3,"{'x_1': 0.3749999999999998, 'x_2': 0.6071428571428571, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,1,0.0440578460693359,3,"{'x_1': 1.0, 'x_2': 0.0714285714285714, 'x_3': 0.0909090909090909}"
iris,model_2layers_20neurons.h5,2,0.1862988471984863,3,"{'x_1': 0.25, 'x_2': 1.0, 'x_3': 1.0}"
iris,model_2layers_20neurons.h5,3,0.0403172969818115,3,"{'x_1': 0.4374999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}"
iris,model_2layers_20neurons.h5,4,0.0414903163909912,3,"{'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}"
iris,model_2layers_20neurons.h5,5,0.0471196174621582,3,"{'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}"
iris,model_2layers_20neurons.h5,6,0.039457082748413,3,"{'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}"
iris,model_2layers_20neurons.h5,7,0.0506322383880615,4,"{'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}"
iris,model_2layers_20neurons.h5,8,0.0431699752807617,4,"{'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}"
iris,model_2layers_20neurons.h5,9,0.0513677597045898,3,"{'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,10,0.0419991016387939,4,"{'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}"
iris,model_2layers_20neurons.h5,11,0.0489768981933593,3,"{'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0}"
iris,model_2layers_20neurons.h5,12,0.0508174896240234,3,"{'x_1': 0.8125, 'x_2': 0.0, 'x_3': 0.0454545454545454}"
iris,model_2layers_20neurons.h5,13,0.0489242076873779,3,"{'x_1': 0.5625, 'x_2': 0.0357142857142856, 'x_3': 0.0}"
iris,model_2layers_20neurons.h5,14,0.0543277263641357,3,"{'x_1': 1.0, 'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}"
iris,model_2layers_20neurons.h5,15,0.0406825542449951,3,"{'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}"
iris,model_2layers_20neurons.h5,16,0.0453629493713378,4,"{'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}"
iris,model_2layers_20neurons.h5,17,0.0570206642150878,3,"{'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}"
iris,model_2layers_20neurons.h5,18,0.0481054782867431,3,"{'x_1': 0.3749999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.5454545454545455}"
iris,model_2layers_20neurons.h5,19,0.0511896610260009,3,"{'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9545454545454548}"
iris,model_2layers_20neurons.h5,20,0.0586462020874023,3,"{'x_1': 0.625, 'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}"
iris,model_2layers_20neurons.h5,21,0.0440273284912109,4,"{'x_0': 0.4375, 'x_1': 0.5, 'x_2': 0.6428571428571429, 'x_3': 0.7727272727272728}"
iris,model_2layers_20neurons.h5,22,0.0686824321746826,3,"{'x_1': 0.75, 'x_2': 0.0535714285714285, 'x_3': 0.1363636363636363}"
iris,model_2layers_20neurons.h5,23,0.043612003326416,4,"{'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}"
iris,model_2layers_20neurons.h5,24,0.0539944171905517,3,"{'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}"
iris,model_2layers_20neurons.h5,25,0.0584616661071777,4,"{'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}"
iris,model_2layers_20neurons.h5,26,0.0639674663543701,3,"{'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}"
iris,model_2layers_20neurons.h5,27,0.045018196105957,4,"{'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}"
iris,model_2layers_20neurons.h5,28,0.0584237575531005,3,"{'x_1': 0.5, 'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}"
iris,model_2layers_20neurons.h5,29,0.0511732101440429,3,"{'x_1': 0.5625, 'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}"
iris,model_2layers_20neurons.h5,30,0.0986852645874023,3,"{'x_1': 0.6666666666666667, 'x_2': 0.0, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,31,0.0429675579071044,3,"{'x_1': 1.0, 'x_2': 0.087719298245614, 'x_3': 0.125}"
iris,model_2layers_20neurons.h5,32,0.0583884716033935,3,"{'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}"
iris,model_2layers_20neurons.h5,33,0.0438380241394043,3,"{'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,34,0.0568563938140869,3,"{'x_1': 0.5, 'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,35,0.0480430126190185,4,"{'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}"
iris,model_2layers_20neurons.h5,36,0.0560171604156494,3,"{'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_2layers_20neurons.h5,37,0.0675458908081054,3,"{'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,38,0.0659875869750976,3,"{'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,39,0.0519611835479736,3,"{'x_1': 0.8749999999999998, 'x_2': 0.087719298245614, 'x_3': 0.0}"
iris,model_2layers_20neurons.h5,40,0.0509648323059082,4,"{'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}"
iris,model_2layers_20neurons.h5,41,0.0526013374328613,3,"{'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}"
iris,model_2layers_20neurons.h5,42,0.0717146396636962,3,"{'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}"
iris,model_2layers_20neurons.h5,43,0.0593070983886718,3,"{'x_1': 0.7916666666666665, 'x_2': 0.0526315789473684, 'x_3': 0.125}"
iris,model_2layers_20neurons.h5,44,0.0849356651306152,3,"{'x_1': 0.7083333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,45,0.0610318183898925,3,"{'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}"
iris,model_2layers_20neurons.h5,46,0.0502870082855224,4,"{'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}"
iris,model_2layers_20neurons.h5,47,0.0542337894439697,4,"{'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}"
iris,model_2layers_20neurons.h5,48,0.0616190433502197,3,"{'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}"
iris,model_2layers_20neurons.h5,49,0.0527777671813964,4,"{'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}"
iris,model_2layers_20neurons.h5,50,0.0459902286529541,3,"{'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,51,0.0615785121917724,3,"{'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}"
iris,model_2layers_20neurons.h5,52,0.044245958328247,3,"{'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_2layers_20neurons.h5,53,0.0556564331054687,3,"{'x_1': 0.625, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,54,0.06358003616333,3,"{'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}"
iris,model_2layers_20neurons.h5,55,0.0488641262054443,3,"{'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}"
iris,model_2layers_20neurons.h5,56,0.0542564392089843,3,"{'x_1': 0.5833333333333333, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,57,0.0382041931152343,3,"{'x_1': 0.625, 'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}"
iris,model_2layers_20neurons.h5,58,0.0873072147369384,3,"{'x_1': 0.7499999999999998, 'x_2': 0.1578947368421052, 'x_3': 0.125}"
iris,model_2layers_20neurons.h5,59,0.059154987335205,3,"{'x_1': 0.0, 'x_2': 0.4385964912280701, 'x_3': 0.375}"
iris,model_2layers_20neurons.h5,60,0.0513756275177001,4,"{'x_0': 0.588235294117647, 'x_1': 0.2916666666666667, 'x_2': 0.6842105263157895, 'x_3': 0.7083333333333334}"
iris,model_2layers_20neurons.h5,61,0.0824365615844726,3,"{'x_1': 0.5833333333333333, 'x_2': 0.1578947368421052, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,62,0.0479297637939453,3,"{'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,63,0.0490150451660156,3,"{'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}"
iris,model_2layers_20neurons.h5,64,0.0490345954895019,3,"{'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,65,0.0528852939605712,3,"{'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,66,0.044837474822998,3,"{'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}"
iris,model_2layers_20neurons.h5,67,0.0664448738098144,4,"{'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}"
iris,model_2layers_20neurons.h5,68,0.0550353527069091,3,"{'x_1': 0.5, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,69,0.0472424030303955,3,"{'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,70,0.0616469383239746,4,"{'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}"
iris,model_2layers_20neurons.h5,71,0.0534050464630126,3,"{'x_1': 0.9166666666666669, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
