dataset,modelo,instance,relaxed_layer_0_time_milp_relaxed,relaxed_layer_0_len_milp_relaxed,relaxed_layer_0_explanation
glass,model_1layers_20neurons.h5,15,0.0744891166687011,8,"{'x_0': 0.3704686118479259, 'x_1': 0.3774703557312251, 'x_2': 0.0, 'x_3': 0.4236760124610591, 'x_5': 0.0611916264090177, 'x_6': 0.5669144981412637, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,16,0.1089293956756591,7,"{'x_1': 0.4466403162055337, 'x_2': 0.7728285077951003, 'x_3': 0.2585669781931464, 'x_5': 0.0998389694041868, 'x_6': 0.2713754646840147, 'x_7': 0.0, 'x_8': 0.6078431372549019}"
glass,model_1layers_20neurons.h5,17,0.0970702171325683,6,"{'x_2': 0.465478841870824, 'x_3': 0.4299065420560747, 'x_5': 0.0853462157809984, 'x_6': 0.3847583643122676, 'x_7': 0.0857142857142857, 'x_8': 0.3333333333333333}"
glass,model_1layers_20neurons.h5,18,0.0759055614471435,8,"{'x_0': 0.2272325375773647, 'x_1': 0.5355731225296441, 'x_2': 0.8040089086859687, 'x_3': 0.3894080996884735, 'x_4': 0.4804469273743006, 'x_5': 0.1062801932367149, 'x_6': 0.2416356877323419, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,19,0.1144821643829345,7,"{'x_2': 0.7082405345211581, 'x_3': 0.2928348909657321, 'x_4': 0.5884543761638721, 'x_5': 0.0933977455716586, 'x_6': 0.3141263940520445, 'x_7': 0.0, 'x_8': 0.4705882352941176}"
glass,model_1layers_20neurons.h5,20,0.0696816444396972,7,"{'x_0': 0.5654288240495191, 'x_2': 0.6458797327394209, 'x_3': 0.2741433021806853, 'x_4': 0.2495344506517689, 'x_5': 0.0128824476650563, 'x_6': 0.4981412639405203, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,21,0.1178419589996337,7,"{'x_1': 0.7094861660079053, 'x_2': 0.7260579064587972, 'x_3': 0.6012461059190031, 'x_5': 0.2351046698872785, 'x_6': 0.0334572490706319, 'x_7': 0.5174603174603174, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,22,0.0867652893066406,7,"{'x_1': 0.4525691699604741, 'x_2': 0.7973273942093541, 'x_3': 0.3800623052959502, 'x_4': 0.6163873370577271, 'x_5': 0.1111111111111111, 'x_6': 0.2351301115241635, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,23,0.117436408996582,6,"{'x_3': 0.5856697819314641, 'x_4': 0.4413407821229054, 'x_5': 0.1223832528180354, 'x_6': 0.3968401486988846, 'x_7': 0.0761904761904761, 'x_8': 1.0}"
glass,model_1layers_20neurons.h5,24,0.0808684825897216,7,"{'x_0': 0.2723253757736614, 'x_2': 0.7795100222717148, 'x_3': 0.2647975077881619, 'x_5': 0.0901771336553945, 'x_6': 0.2899628252788104, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,25,0.0773320198059082,7,"{'x_2': 0.7639198218262806, 'x_3': 0.3457943925233644, 'x_4': 0.6461824953445046, 'x_5': 0.1111111111111111, 'x_6': 0.2434944237918216, 'x_7': 0.0, 'x_8': 0.4705882352941176}"
glass,model_1layers_20neurons.h5,26,0.0753030776977539,7,"{'x_0': 0.1927497789566814, 'x_2': 0.7683741648106904, 'x_3': 0.2866043613707165, 'x_5': 0.0901771336553945, 'x_6': 0.2918215613382899, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,27,0.0887250900268554,8,"{'x_1': 0.4347826086956519, 'x_2': 0.8151447661469933, 'x_3': 0.3956386292834891, 'x_4': 0.5027932960893846, 'x_5': 0.0933977455716586, 'x_6': 0.2899628252788104, 'x_7': 0.0, 'x_8': 0.2352941176470588}"
glass,model_1layers_20neurons.h5,28,0.0769283771514892,9,"{'x_0': 0.2864721485411081, 'x_1': 0.4901185770750986, 'x_2': 0.755011135857461, 'x_3': 0.32398753894081, 'x_4': 0.5493482309124769, 'x_5': 0.0950080515297906, 'x_6': 0.2936802973977694, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,29,0.1872756481170654,8,"{'x_0': 0.2316534040672024, 'x_1': 0.5296442687747036, 'x_2': 0.755011135857461, 'x_3': 0.308411214953271, 'x_5': 0.0837359098228663, 'x_6': 0.2992565055762082, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,30,0.095421552658081,8,"{'x_0': 0.2984084880636573, 'x_2': 0.8463251670378619, 'x_3': 0.2461059190031152, 'x_4': 0.6070763500931076, 'x_5': 0.0901771336553945, 'x_6': 0.2741635687732342, 'x_7': 0.0, 'x_8': 0.2352941176470588}"
glass,model_1layers_20neurons.h5,31,0.1213057041168212,7,"{'x_1': 0.5138339920948614, 'x_2': 0.7884187082405345, 'x_3': 0.4112149532710279, 'x_4': 0.5083798882681556, 'x_5': 0.109500805152979, 'x_6': 0.2490706319702601, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,32,0.0841684341430664,8,"{'x_0': 0.3514588859416534, 'x_1': 0.4881422924901182, 'x_2': 0.7416481069042316, 'x_3': 0.308411214953271, 'x_5': 0.0966183574879227, 'x_6': 0.3447955390334573, 'x_7': 0.0, 'x_8': 0.2156862745098039}"
glass,model_1layers_20neurons.h5,33,0.0733463764190673,8,"{'x_0': 0.3364279398762164, 'x_1': 0.539525691699605, 'x_2': 0.8530066815144766, 'x_3': 0.3021806853582555, 'x_5': 0.0917874396135265, 'x_6': 0.258364312267658, 'x_7': 0.0, 'x_8': 0.2745098039215686}"
glass,model_1layers_20neurons.h5,34,0.0900063514709472,6,"{'x_1': 0.0592885375494067, 'x_2': 0.3808463251670378, 'x_3': 0.3956386292834891, 'x_5': 0.0933977455716586, 'x_6': 0.5752788104089217, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,35,0.0983557701110839,8,"{'x_0': 0.2758620689655089, 'x_2': 0.7616926503340756, 'x_3': 0.2834890965732087, 'x_4': 0.6312849162011158, 'x_5': 0.0950080515297906, 'x_6': 0.2983271375464684, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,36,0.0935335159301757,8,"{'x_1': 0.4881422924901182, 'x_2': 0.8195991091314031, 'x_3': 0.2679127725856697, 'x_4': 0.5474860335195508, 'x_5': 0.0869565217391304, 'x_6': 0.287174721189591, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,37,0.0712425708770752,8,"{'x_0': 0.2130857648099038, 'x_1': 0.6304347826086953, 'x_2': 0.7839643652561247, 'x_3': 0.2990654205607477, 'x_5': 0.0595813204508856, 'x_6': 0.233271375464684, 'x_7': 0.0, 'x_8': 0.2745098039215686}"
glass,model_1layers_20neurons.h5,38,0.0657083988189697,8,"{'x_0': 0.2303271441202525, 'x_1': 0.5592885375494072, 'x_2': 0.7951002227171491, 'x_3': 0.3676012461059189, 'x_4': 0.4916201117318426, 'x_5': 0.1030595813204508, 'x_6': 0.2351301115241635, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,39,0.0785114765167236,8,"{'x_0': 0.2926613616268838, 'x_1': 0.4901185770750986, 'x_2': 0.7750556792873051, 'x_3': 0.3489096573208722, 'x_4': 0.5270018621973911, 'x_5': 0.0950080515297906, 'x_6': 0.278810408921933, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,40,0.0907185077667236,7,"{'x_1': 0.426877470355731, 'x_2': 0.8062360801781737, 'x_3': 0.3987538940809969, 'x_4': 0.586592178770946, 'x_5': 0.0982286634460547, 'x_6': 0.2490706319702601, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,41,0.0917322635650634,7,"{'x_1': 0.6739130434782608, 'x_2': 0.0, 'x_4': 0.5214152700186201, 'x_5': 0.0128824476650563, 'x_6': 0.3485130111524163, 'x_7': 0.3365079365079365, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,42,0.1080396175384521,6,"{'x_2': 0.8195991091314031, 'x_3': 0.4735202492211837, 'x_4': 0.4189944134078196, 'x_5': 0.1030595813204508, 'x_6': 0.2276951672862452, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,43,0.2195639610290527,8,"{'x_0': 0.2152961980548298, 'x_1': 0.5533596837944663, 'x_2': 0.7906458797327394, 'x_3': 0.3894080996884735, 'x_4': 0.5921787709497188, 'x_5': 0.0628019323671497, 'x_6': 0.2184014869888475, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,44,0.0982768535614013,7,"{'x_1': 0.4486166007905137, 'x_2': 0.7973273942093541, 'x_3': 0.3894080996884735, 'x_4': 0.5623836126629396, 'x_5': 0.0982286634460547, 'x_6': 0.2425650557620816, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,45,0.0696561336517334,8,"{'x_0': 0.3262599469496052, 'x_1': 0.4861660079051382, 'x_2': 0.7505567928730512, 'x_3': 0.277258566978193, 'x_5': 0.0917874396135265, 'x_6': 0.315985130111524, 'x_7': 0.0, 'x_8': 0.3137254901960784}"
glass,model_1layers_20neurons.h5,46,0.0809400081634521,8,"{'x_0': 0.2458001768346633, 'x_1': 0.4940711462450591, 'x_2': 0.7884187082405345, 'x_3': 0.3707165109034267, 'x_4': 0.5642458100558656, 'x_5': 0.0901771336553945, 'x_6': 0.2481412639405203, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,47,0.1182336807250976,5,"{'x_2': 0.5077951002227171, 'x_3': 0.3551401869158878, 'x_5': 0.0789049919484702, 'x_7': 0.0, 'x_8': 0.3333333333333333}"
glass,model_1layers_20neurons.h5,48,0.067385196685791,9,"{'x_0': 0.2183908045977034, 'x_1': 0.5197628458498023, 'x_2': 0.7973273942093541, 'x_3': 0.3738317757009345, 'x_4': 0.5418994413407798, 'x_5': 0.072463768115942, 'x_6': 0.258364312267658, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,49,0.0776307582855224,7,"{'x_1': 0.4071146245059283, 'x_2': 0.7839643652561247, 'x_3': 0.3894080996884735, 'x_4': 0.6610800744878933, 'x_5': 0.1062801932367149, 'x_6': 0.2295539033457249, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,50,0.0831959247589111,8,"{'x_0': 0.3439434129089278, 'x_1': 0.6245059288537549, 'x_2': 0.7861915367483295, 'x_3': 0.3208722741433022, 'x_5': 0.0821256038647343, 'x_6': 0.3113382899628252, 'x_7': 0.0349206349206349, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,51,0.1325945854187011,8,"{'x_1': 0.4683794466403159, 'x_2': 0.8841870824053452, 'x_3': 0.2803738317757009, 'x_4': 0.4897579143389183, 'x_5': 0.0966183574879227, 'x_6': 0.278810408921933, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,52,0.0804877281188964,7,"{'x_0': 0.3740053050397875, 'x_2': 0.7973273942093541, 'x_3': 0.3208722741433022, 'x_4': 0.3556797020484161, 'x_5': 0.0193236714975845, 'x_6': 0.3011152416356877, 'x_7': 0.219047619047619}"
glass,model_1layers_20neurons.h5,53,0.0751168727874755,8,"{'x_0': 0.2674624226348356, 'x_2': 0.8062360801781737, 'x_3': 0.3115264797507788, 'x_4': 0.5549348230912479, 'x_5': 0.0950080515297906, 'x_6': 0.3039033457249069, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,54,0.0877389907836914,8,"{'x_0': 0.2908930150309459, 'x_1': 0.4861660079051382, 'x_2': 0.8685968819599108, 'x_3': 0.3146417445482866, 'x_5': 0.0885668276972624, 'x_6': 0.2797397769516727, 'x_7': 0.0, 'x_8': 0.5490196078431373}"
glass,model_1layers_20neurons.h5,55,0.0751996040344238,8,"{'x_0': 0.2307692307692264, 'x_1': 0.2411067193675884, 'x_2': 0.0, 'x_3': 0.2803738317757009, 'x_5': 0.4347826086956521, 'x_6': 0.3252788104089218, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,56,0.0664472579956054,8,"{'x_0': 0.274977895667547, 'x_1': 0.3636363636363633, 'x_2': 0.7728285077951003, 'x_3': 0.3395638629283488, 'x_4': 0.6666666666666643, 'x_5': 0.0966183574879227, 'x_6': 0.2899628252788104, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,57,0.0949077606201171,8,"{'x_0': 0.2793987621573848, 'x_2': 0.8151447661469933, 'x_3': 0.3052959501557633, 'x_4': 0.5959031657355673, 'x_5': 0.0966183574879227, 'x_6': 0.2908921933085502, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,58,0.2097578048706054,7,"{'x_1': 0.7193675889328062, 'x_2': 0.0, 'x_3': 0.7632398753894081, 'x_5': 0.0, 'x_6': 0.3736059479553901, 'x_7': 0.1714285714285714, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,59,0.1155674457550048,6,"{'x_1': 0.6482213438735176, 'x_3': 1.0, 'x_5': 0.2705314009661835, 'x_6': 0.0408921933085502, 'x_7': 0.6984126984126985, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,60,0.0858197212219238,7,"{'x_0': 0.2705570291777093, 'x_2': 0.8017817371937639, 'x_3': 0.2647975077881619, 'x_5': 0.0933977455716586, 'x_6': 0.2546468401486988, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,61,0.0711011886596679,8,"{'x_0': 0.2608311229000861, 'x_1': 0.4229249011857705, 'x_2': 0.7750556792873051, 'x_3': 0.32398753894081, 'x_5': 0.0901771336553945, 'x_6': 0.278810408921933, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,62,0.0798463821411132,7,"{'x_0': 0.2369584438549878, 'x_2': 0.8040089086859687, 'x_3': 0.3021806853582555, 'x_5': 0.0901771336553945, 'x_6': 0.2946096654275092, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,63,0.1071991920471191,7,"{'x_2': 0.0, 'x_3': 0.4704049844236759, 'x_4': 0.5921787709497188, 'x_5': 0.0, 'x_6': 0.2955390334572489, 'x_7': 0.492063492063492, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,64,0.0800192356109619,8,"{'x_0': 0.3183023872679058, 'x_1': 0.4881422924901182, 'x_2': 0.8084632516703786, 'x_3': 0.2429906542056074, 'x_5': 0.0917874396135265, 'x_6': 0.2769516728624535, 'x_7': 0.0285714285714285, 'x_8': 0.3333333333333333}"
glass,model_1layers_20neurons.h5,65,0.072176456451416,7,"{'x_0': 0.2701149425287354, 'x_2': 0.8062360801781737, 'x_3': 0.2959501557632399, 'x_5': 0.0885668276972624, 'x_6': 0.2453531598513011, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,66,0.0711097717285156,7,"{'x_1': 0.4189723320158101, 'x_2': 0.7750556792873051, 'x_3': 0.2928348909657321, 'x_4': 0.5884543761638721, 'x_5': 0.0982286634460547, 'x_7': 0.0285714285714285, 'x_8': 0.4313725490196078}"
glass,model_1layers_20neurons.h5,67,0.093297004699707,7,"{'x_0': 0.3037135278514569, 'x_1': 0.5909090909090908, 'x_2': 0.0, 'x_3': 0.0841121495327102, 'x_5': 0.0, 'x_6': 0.516728624535316, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,68,0.0884857177734375,7,"{'x_1': 0.620553359683794, 'x_2': 0.0, 'x_3': 0.7009345794392523, 'x_4': 0.6368715083798868, 'x_5': 0.0225442834138486, 'x_6': 0.3698884758364311, 'x_8': 0.0196078431372549}"
glass,model_1layers_20neurons.h5,69,0.0933547019958496,7,"{'x_0': 0.3160919540229798, 'x_2': 0.866369710467706, 'x_3': 0.32398753894081, 'x_5': 0.0821256038647343, 'x_6': 0.2648698884758363, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,70,0.0660891532897949,9,"{'x_0': 0.2382847038019377, 'x_1': 0.4960474308300395, 'x_2': 0.7951002227171491, 'x_3': 0.3395638629283488, 'x_4': 0.5381750465549331, 'x_5': 0.0901771336553945, 'x_6': 0.2797397769516727, 'x_7': 0.0, 'x_8': 0.196078431372549}"
glass,model_1layers_20neurons.h5,71,0.1124229431152343,6,"{'x_2': 0.7706013363028953, 'x_3': 0.3956386292834891, 'x_4': 0.6312849162011158, 'x_6': 0.2472118959107806, 'x_7': 0.0, 'x_8': 0.4705882352941176}"
glass,model_1layers_20neurons.h5,72,0.0706660747528076,8,"{'x_1': 0.5494071146245059, 'x_2': 0.8596881959910913, 'x_3': 0.1838006230529595, 'x_4': 0.3687150837988824, 'x_5': 0.037037037037037, 'x_6': 0.3819702602230481, 'x_7': 0.0, 'x_8': 0.2156862745098039}"
glass,model_1layers_20neurons.h5,73,0.2031199932098388,6,"{'x_2': 0.8106904231625834, 'x_3': 0.3862928348909658, 'x_4': 0.5065176908752314, 'x_6': 0.2416356877323419, 'x_7': 0.0, 'x_8': 0.5686274509803921}"
glass,model_1layers_20neurons.h5,74,0.1030914783477783,6,"{'x_2': 0.7683741648106904, 'x_3': 0.4579439252336448, 'x_4': 0.4972067039106136, 'x_5': 0.0966183574879227, 'x_7': 0.0, 'x_8': 0.3333333333333333}"
glass,model_1layers_20neurons.h5,75,0.1071548461914062,9,"{'x_0': 0.5473032714412085, 'x_1': 0.5355731225296441, 'x_2': 0.0, 'x_3': 0.4018691588785047, 'x_4': 0.4487895716945971, 'x_5': 0.0515297906602254, 'x_6': 0.6328996282527879, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,76,0.1136806011199951,7,"{'x_2': 1.0, 'x_3': 0.2523364485981308, 'x_4': 0.3668528864059581, 'x_5': 0.0096618357487922, 'x_6': 0.3085501858736059, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,77,0.1109440326690673,7,"{'x_2': 0.0, 'x_3': 0.5327102803738317, 'x_4': 0.5977653631284898, 'x_5': 0.0, 'x_6': 0.2881040892193307, 'x_7': 0.5047619047619047, 'x_8': 0.1568627450980392}"
glass,model_1layers_20neurons.h5,78,0.0712614059448242,7,"{'x_1': 0.6857707509881421, 'x_2': 0.0, 'x_3': 0.778816199376947, 'x_4': 0.6797020484171288, 'x_5': 0.0064412238325281, 'x_6': 0.3355018587360593, 'x_8': 0.1764705882352941}"
glass,model_1layers_20neurons.h5,79,0.0890884399414062,8,"{'x_0': 0.1958443854995692, 'x_2': 0.8173719376391981, 'x_3': 0.4517133956386292, 'x_4': 0.3836126629422711, 'x_5': 0.0257648953301127, 'x_6': 0.1793680297397769, 'x_7': 0.0, 'x_8': 0.2352941176470588}"
glass,model_1layers_20neurons.h5,80,0.1438126564025879,6,"{'x_2': 0.0, 'x_4': 0.7076350093109856, 'x_5': 0.0, 'x_6': 0.2834572490706319, 'x_7': 0.4984126984126984, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,81,0.1106839179992675,8,"{'x_1': 0.543478260869565, 'x_2': 0.8329621380846325, 'x_3': 0.190031152647975, 'x_4': 0.4096834264432019, 'x_5': 0.0289855072463768, 'x_6': 0.3884758364312266, 'x_7': 0.0, 'x_8': 0.1372549019607843}"
glass,model_1layers_20neurons.h5,82,0.3287353515625,6,"{'x_1': 0.3952569169960473, 'x_2': 0.7639198218262806, 'x_3': 0.2803738317757009, 'x_6': 0.3094795539033457, 'x_7': 0.0, 'x_8': 0.588235294117647}"
glass,model_1layers_20neurons.h5,83,0.1332745552062988,6,"{'x_1': 0.1640316205533594, 'x_2': 0.4187082405345211, 'x_3': 0.3956386292834891, 'x_5': 0.0756843800322061, 'x_6': 0.5557620817843865, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,84,0.0775530338287353,8,"{'x_0': 0.2816091954022965, 'x_1': 0.3616600790513833, 'x_2': 0.7839643652561247, 'x_3': 0.3551401869158878, 'x_4': 0.6219739292364981, 'x_5': 0.0917874396135265, 'x_6': 0.2890334572490705, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,85,0.1504034996032714,8,"{'x_0': 0.2926613616268838, 'x_2': 0.7795100222717148, 'x_3': 0.2585669781931464, 'x_4': 0.5996275605214141, 'x_5': 0.1030595813204508, 'x_6': 0.3104089219330854, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,86,0.0848686695098877,8,"{'x_1': 0.7312252964426875, 'x_2': 0.0, 'x_3': 0.2211838006230529, 'x_4': 0.5325884543761621, 'x_5': 0.0161030595813204, 'x_6': 0.565985130111524, 'x_7': 0.0, 'x_8': 0.1568627450980392}"
glass,model_1layers_20neurons.h5,87,0.1157693862915039,6,"{'x_2': 0.7750556792873051, 'x_3': 0.4423676012461058, 'x_4': 0.5046554934823071, 'x_5': 0.0998389694041868, 'x_6': 0.2379182156133829, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,88,0.0794246196746826,8,"{'x_0': 0.2740937223695852, 'x_1': 0.4110671936758892, 'x_2': 0.7951002227171491, 'x_3': 0.3302180685358256, 'x_5': 0.0998389694041868, 'x_6': 0.2936802973977694, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,89,0.1079444885253906,8,"{'x_0': 0.2276746242263385, 'x_2': 0.7572383073496659, 'x_3': 0.3021806853582555, 'x_4': 0.5959031657355673, 'x_5': 0.0837359098228663, 'x_6': 0.2927509293680297, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,90,0.1413772106170654,7,"{'x_1': 0.7213438735177866, 'x_2': 0.0, 'x_4': 0.6126629422718786, 'x_5': 0.0064412238325281, 'x_6': 0.3392193308550185, 'x_7': 0.2031746031746031, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,91,0.0823268890380859,8,"{'x_0': 0.2042440318302425, 'x_1': 0.4980237154150195, 'x_2': 0.7683741648106904, 'x_3': 0.3551401869158878, 'x_4': 0.6256983240223448, 'x_5': 0.0982286634460547, 'x_6': 0.2258364312267657, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,92,0.1481935977935791,6,"{'x_2': 0.8507795100222716, 'x_3': 0.0560747663551401, 'x_5': 0.0177133655394524, 'x_6': 0.3847583643122676, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,93,0.3091247081756592,6,"{'x_3': 0.8504672897196262, 'x_4': 0.1657355679702039, 'x_5': 1.0, 'x_6': 0.1394052044609665, 'x_7': 0.0, 'x_8': 0.0}"
glass,model_1layers_20neurons.h5,94,0.165534496307373,7,"{'x_1': 0.6442687747035571, 'x_2': 0.8240534521158129, 'x_3': 0.1308411214953271, 'x_5': 0.003220611916264, 'x_6': 0.4079925650557621, 'x_7': 0.0, 'x_8': 0.196078431372549}"
glass,model_1layers_20neurons.h5,95,0.1620426177978515,6,"{'x_2': 0.7416481069042316, 'x_3': 0.3738317757009345, 'x_4': 0.6461824953445046, 'x_5': 0.107890499194847, 'x_6': 0.2611524163568772, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,96,0.1407117843627929,7,"{'x_1': 0.5533596837944663, 'x_2': 0.7594654788418708, 'x_3': 0.383177570093458, 'x_4': 0.4152700186219729, 'x_5': 0.0933977455716586, 'x_6': 0.3122676579925649, 'x_7': 0.0}"
glass,model_1layers_20neurons.h5,97,0.2080991268157959,6,"{'x_1': 0.5928853754940713, 'x_2': 0.8552338530066814, 'x_3': 0.1339563862928348, 'x_5': 0.0273752012882447, 'x_7': 0.0, 'x_8': 0.0}"
