,sepal_length,sepal_width,petal_length,petal_width
82,0.4166666666666665,0.29166666666666674,0.49152542372881347,0.4583333333333333
83,0.4722222222222223,0.29166666666666674,0.6949152542372881,0.6250000000000001
84,0.3055555555555556,0.41666666666666674,0.5932203389830508,0.5833333333333334
85,0.4722222222222223,0.5833333333333333,0.5932203389830508,0.6250000000000001
86,0.6666666666666667,0.45833333333333326,0.6271186440677966,0.5833333333333334
87,0.5555555555555556,0.12499999999999989,0.576271186440678,0.5000000000000001
88,0.36111111111111094,0.41666666666666674,0.5254237288135593,0.5000000000000001
89,0.33333333333333326,0.20833333333333326,0.5084745762711864,0.5000000000000001
90,0.33333333333333326,0.25,0.576271186440678,0.4583333333333333
91,0.4999999999999998,0.41666666666666674,0.6101694915254237,0.5416666666666667
92,0.4166666666666665,0.25,0.5084745762711864,0.4583333333333333
93,0.19444444444444442,0.12499999999999989,0.38983050847457623,0.375
94,0.36111111111111094,0.29166666666666674,0.5423728813559322,0.5000000000000001
95,0.38888888888888884,0.41666666666666674,0.5423728813559322,0.4583333333333333
96,0.38888888888888884,0.375,0.5423728813559322,0.5000000000000001
97,0.5277777777777779,0.375,0.559322033898305,0.5000000000000001
98,0.2222222222222221,0.20833333333333326,0.3389830508474576,0.4166666666666667
99,0.38888888888888884,0.33333333333333326,0.5254237288135593,0.5000000000000001
100,0.5555555555555556,0.5416666666666665,0.847457627118644,1.0
101,0.4166666666666665,0.29166666666666674,0.6949152542372881,0.75
102,0.7777777777777777,0.41666666666666674,0.8305084745762712,0.8333333333333335
103,0.5555555555555556,0.375,0.7796610169491525,0.7083333333333334
104,0.6111111111111112,0.41666666666666674,0.8135593220338982,0.8750000000000001
105,0.9166666666666665,0.41666666666666674,0.9491525423728813,0.8333333333333335
106,0.16666666666666674,0.20833333333333326,0.5932203389830508,0.6666666666666667
107,0.833333333333333,0.375,0.8983050847457625,0.7083333333333334
108,0.6666666666666667,0.20833333333333326,0.8135593220338982,0.7083333333333334
109,0.8055555555555556,0.6666666666666667,0.8644067796610169,1.0
110,0.6111111111111112,0.5,0.6949152542372881,0.7916666666666667
111,0.5833333333333335,0.29166666666666674,0.7288135593220338,0.75
112,0.6944444444444444,0.41666666666666674,0.7627118644067796,0.8333333333333335
113,0.38888888888888884,0.20833333333333326,0.6779661016949152,0.7916666666666667
114,0.4166666666666665,0.33333333333333326,0.6949152542372881,0.9583333333333334
115,0.5833333333333335,0.5,0.7288135593220338,0.9166666666666666
116,0.6111111111111112,0.41666666666666674,0.7627118644067796,0.7083333333333334
117,0.9444444444444442,0.7499999999999998,0.9661016949152543,0.8750000000000001
118,0.9444444444444442,0.25,1.0,0.9166666666666666
119,0.4722222222222223,0.08333333333333337,0.6779661016949152,0.5833333333333334
120,0.7222222222222223,0.5,0.7966101694915254,0.9166666666666666
121,0.36111111111111094,0.33333333333333326,0.6610169491525424,0.7916666666666667
122,0.9444444444444442,0.33333333333333326,0.9661016949152543,0.7916666666666667
123,0.5555555555555556,0.29166666666666674,0.6610169491525424,0.7083333333333334
124,0.6666666666666667,0.5416666666666665,0.7966101694915254,0.8333333333333335
125,0.8055555555555556,0.5,0.847457627118644,0.7083333333333334
126,0.5277777777777779,0.33333333333333326,0.6440677966101694,0.7083333333333334
127,0.4999999999999998,0.41666666666666674,0.6610169491525424,0.7083333333333334
128,0.5833333333333335,0.33333333333333326,0.7796610169491525,0.8333333333333335
129,0.8055555555555556,0.41666666666666674,0.8135593220338982,0.6250000000000001
130,0.8611111111111112,0.33333333333333326,0.8644067796610169,0.75
131,1.0,0.7499999999999998,0.9152542372881356,0.7916666666666667
132,0.5833333333333335,0.33333333333333326,0.7796610169491525,0.8750000000000001
133,0.5555555555555556,0.33333333333333326,0.6949152542372881,0.5833333333333334
134,0.4999999999999998,0.25,0.7796610169491525,0.5416666666666667
135,0.9444444444444442,0.41666666666666674,0.8644067796610169,0.9166666666666666
136,0.5555555555555556,0.5833333333333333,0.7796610169491525,0.9583333333333334
137,0.5833333333333335,0.45833333333333326,0.7627118644067796,0.7083333333333334
138,0.4722222222222223,0.41666666666666674,0.6440677966101694,0.7083333333333334
139,0.7222222222222223,0.45833333333333326,0.7457627118644068,0.8333333333333335
140,0.6666666666666667,0.45833333333333326,0.7796610169491525,0.9583333333333334
141,0.7222222222222223,0.45833333333333326,0.6949152542372881,0.9166666666666666
142,0.4166666666666665,0.29166666666666674,0.6949152542372881,0.75
143,0.6944444444444444,0.5,0.8305084745762712,0.9166666666666666
144,0.6666666666666667,0.5416666666666665,0.7966101694915254,1.0
145,0.6666666666666667,0.41666666666666674,0.711864406779661,0.9166666666666666
146,0.5555555555555556,0.20833333333333326,0.6779661016949152,0.75
147,0.6111111111111112,0.41666666666666674,0.711864406779661,0.7916666666666667
148,0.5277777777777779,0.5833333333333333,0.7457627118644068,0.9166666666666666
149,0.44444444444444464,0.41666666666666674,0.6949152542372881,0.7083333333333334
