dataset,modelo,instance,relaxed_times,relaxed_len_eq,relaxed_len_range,relaxed_explanation
iris,model_1layers_20neurons.h5,33,"[0.0339357852935791, 0.030485868453979492, 0.03733396530151367, 0.03636360168457031, 0.034860849380493164, 0.03674817085266113, 0.03746986389160156, 0.036838531494140625, 0.03645610809326172, 0.03918290138244629]","[0, 0, 1, 2, 2, 3, 3, 3, 3, 3]","[4, 4, 3, 2, 2, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.04705882352941168,x_0,0.2470588235294117), docplex.mp.RangeConstraint[input_range_1](0.4833333333333333,x_1,0.6833333333333332), docplex.mp.RangeConstraint[input_range_2](0.005263157894736789,x_2,0.20526315789473681), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3470588235294117), docplex.mp.RangeConstraint[input_range_1](0.38333333333333325,x_1,0.7833333333333332), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.3052631578947368), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_2': 0.1052631578947368}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.4470588235294117), docplex.mp.RangeConstraint[input_range_1](0.28333333333333327,x_1,0.8833333333333333), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.34166666666666656)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5470588235294117), docplex.mp.RangeConstraint[input_range_1](0.18333333333333324,x_1,0.9833333333333333)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6470588235294117), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.5416666666666666)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7470588235294117)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8470588235294116)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9470588235294117)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,34,"[0.03342032432556152, 0.036126136779785156, 0.04230809211730957, 0.04286003112792969, 0.04392862319946289, 0.03644227981567383, 0.03233933448791504, 0.03546857833862305, 0.036240339279174805, 0.03657817840576172]","[0, 0, 1, 2, 2, 3, 3, 3, 3, 3]","[4, 4, 3, 2, 2, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1294117647058824), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1526315789473684), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.22941176470588243), docplex.mp.RangeConstraint[input_range_1](0.3,x_1,0.7), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.25263157894736843), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_2': 0.0526315789473684}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3294117647058824), docplex.mp.RangeConstraint[input_range_1](0.2,x_1,0.8), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.34166666666666656)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.42941176470588244), docplex.mp.RangeConstraint[input_range_1](0.09999999999999998,x_1,0.9)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0526315789473684}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5294117647058824), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.5416666666666666)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6294117647058823)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7294117647058823)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8294117647058824)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9294117647058824)]}, {'eq': {'x_1': 0.5, 'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,35,"[0.04774045944213867, 0.036955833435058594, 0.036943674087524414, 0.04647421836853027, 0.05141401290893555, 0.034708261489868164, 0.04175901412963867, 0.04619860649108887, 0.04494190216064453, 0.04672122001647949]","[0, 1, 2, 3, 3, 4, 4, 4, 4, 4]","[4, 3, 2, 1, 1, 0, 0, 0, 0, 0]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.488235294117647,x_0,0.688235294117647), docplex.mp.RangeConstraint[input_range_1](0.1083333333333332,x_1,0.30833333333333324), docplex.mp.RangeConstraint[input_range_2](0.6017543859649123,x_2,0.8017543859649122), docplex.mp.RangeConstraint[input_range_3](0.65,x_3,0.85)]}, {'eq': {'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.38823529411764696,x_0,0.7882352941176469), docplex.mp.RangeConstraint[input_range_1](0.008333333333333193,x_1,0.4083333333333332), docplex.mp.RangeConstraint[input_range_2](0.5017543859649123,x_2,0.9017543859649122)]}, {'eq': {'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.288235294117647,x_0,0.888235294117647), docplex.mp.RangeConstraint[input_range_1](0,x_1,0.5083333333333332)]}, {'eq': {'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.18823529411764695,x_0,0.988235294117647)]}, {'eq': {'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.08823529411764697,x_0,1)]}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': []}]"
iris,model_1layers_20neurons.h5,36,"[0.040000200271606445, 0.035967350006103516, 0.03624701499938965, 0.03411579132080078, 0.036666154861450195, 0.03827857971191406, 0.04752612113952637, 0.0480954647064209, 0.05647778511047363, 0.26227545738220215]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.5176470588235295,x_0,0.7176470588235294), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4176470588235294,x_0,0.8176470588235294)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.31764705882352945,x_0,0.9176470588235295)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.21764705882352942,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.11764705882352944,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.01764705882352946,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,37,"[0.037120819091796875, 0.03549838066101074, 0.03881549835205078, 0.038779497146606445, 0.03938436508178711, 0.0435328483581543, 0.05087995529174805, 0.05316781997680664, 0.0486299991607666, 0.045293331146240234]","[0, 0, 2, 2, 2, 3, 3, 3, 3, 3]","[4, 4, 2, 2, 2, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.16470588235294129,x_0,0.3647058823529413), docplex.mp.RangeConstraint[input_range_1](0.525,x_1,0.725), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.06470588235294128,x_0,0.4647058823529413), docplex.mp.RangeConstraint[input_range_1](0.425,x_1,0.825), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.28771929824561404), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5647058823529413), docplex.mp.RangeConstraint[input_range_1](0.325,x_1,0.925)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6647058823529413), docplex.mp.RangeConstraint[input_range_1](0.22499999999999998,x_1,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7647058823529413), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.5416666666666666)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8647058823529412)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9647058823529413)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,38,"[0.036685943603515625, 0.03523421287536621, 0.042142391204833984, 0.035459280014038086, 0.03439593315124512, 0.040302276611328125, 0.0380101203918457, 0.036688804626464844, 0.03989887237548828, 0.04037117958068848]","[0, 0, 1, 2, 2, 2, 3, 3, 3, 3]","[4, 4, 3, 2, 2, 2, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1058823529411764,x_0,0.3058823529411764), docplex.mp.RangeConstraint[input_range_1](0.5666666666666668,x_1,0.7666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.005882352941176394,x_0,0.4058823529411764), docplex.mp.RangeConstraint[input_range_1](0.46666666666666673,x_1,0.8666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_2': 0.0701754385964912}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5058823529411764), docplex.mp.RangeConstraint[input_range_1](0.36666666666666675,x_1,0.9666666666666668), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.34166666666666656)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6058823529411764), docplex.mp.RangeConstraint[input_range_1](0.2666666666666667,x_1,1)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7058823529411764), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.5416666666666666)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8058823529411764), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.6416666666666666)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9058823529411764)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.6666666666666667, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,39,"[0.04697108268737793, 0.042665958404541016, 0.04335427284240723, 0.04292654991149902, 0.047950029373168945, 0.03932070732116699, 0.03245425224304199, 0.036846160888671875, 0.03623199462890625, 0.03500843048095703]","[0, 0, 1, 1, 2, 2, 2, 3, 3, 3]","[4, 4, 3, 3, 2, 2, 2, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.16470588235294129,x_0,0.3647058823529413), docplex.mp.RangeConstraint[input_range_1](0.7749999999999998,x_1,0.9749999999999998), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.06470588235294128,x_0,0.4647058823529413), docplex.mp.RangeConstraint[input_range_1](0.6749999999999998,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.28771929824561404), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2)]}, {'eq': {'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5647058823529413), docplex.mp.RangeConstraint[input_range_1](0.5749999999999997,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.387719298245614)]}, {'eq': {'x_2': 0.087719298245614}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6647058823529413), docplex.mp.RangeConstraint[input_range_1](0.47499999999999976,x_1,1), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.4)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7647058823529413), docplex.mp.RangeConstraint[input_range_1](0.3749999999999998,x_1,1)]}, {'eq': {'x_1': 0.8749999999999998, 'x_2': 0.087719298245614}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8647058823529412), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.6)]}, {'eq': {'x_1': 0.8749999999999998, 'x_2': 0.087719298245614}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9647058823529413), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.7)]}, {'eq': {'x_1': 0.8749999999999998, 'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.8749999999999998, 'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.8749999999999998, 'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,40,"[0.044904470443725586, 0.04531288146972656, 0.03500485420227051, 0.04925894737243652, 0.03590273857116699, 0.03581714630126953, 0.03799295425415039, 0.03684186935424805, 0.03706693649291992, 0.03811907768249512]","[1, 2, 3, 3, 4, 4, 4, 4, 4, 4]","[3, 2, 1, 1, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3411764705882353,x_0,0.5411764705882353), docplex.mp.RangeConstraint[input_range_1](0.19166666666666668,x_1,0.3916666666666667), docplex.mp.RangeConstraint[input_range_2](0.619298245614035,x_2,0.819298245614035)]}, {'eq': {'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.24117647058823527,x_0,0.6411764705882352), docplex.mp.RangeConstraint[input_range_1](0.09166666666666667,x_1,0.4916666666666667)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1411764705882353,x_0,0.7411764705882353)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.04117647058823526,x_0,0.8411764705882353)]}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': []}]"
iris,model_1layers_20neurons.h5,41,"[0.03463602066040039, 0.046143531799316406, 0.04411935806274414, 0.047518014907836914, 0.03769111633300781, 0.04570913314819336, 0.04607534408569336, 0.04242229461669922, 0.044137001037597656, 0.04375624656677246]","[1, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4,x_0,0.6), docplex.mp.RangeConstraint[input_range_1](0.4833333333333333,x_1,0.6833333333333332), docplex.mp.RangeConstraint[input_range_2](0.5140350877192983,x_2,0.7140350877192982)]}, {'eq': {'x_1': 0.5833333333333333, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3,x_0,0.7), docplex.mp.RangeConstraint[input_range_2](0.41403508771929826,x_2,0.8140350877192983)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2,x_0,0.8)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.09999999999999998,x_0,0.9)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_1layers_20neurons.h5,42,"[0.03707385063171387, 0.04287457466125488, 0.0372614860534668, 0.03810524940490723, 0.038051605224609375, 0.03814077377319336, 0.037084341049194336, 0.03928518295288086, 0.039423465728759766, 0.0475308895111084]","[3, 3, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.6058823529411764,x_0,0.8058823529411764)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.5058823529411764,x_0,0.9058823529411764)]}, {'eq': {'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}, 'range': []}]"
iris,model_1layers_20neurons.h5,43,"[0.033509254455566406, 0.03493165969848633, 0.03974509239196777, 0.05011630058288574, 0.05268406867980957, 0.0382075309753418, 0.033217430114746094, 0.034094810485839844, 0.0350649356842041, 0.03715109825134277]","[0, 0, 1, 2, 2, 2, 3, 3, 3, 3]","[4, 4, 3, 2, 2, 2, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.223529411764706,x_0,0.42352941176470604), docplex.mp.RangeConstraint[input_range_1](0.6916666666666665,x_1,0.8916666666666665), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1526315789473684), docplex.mp.RangeConstraint[input_range_3](0.024999999999999994,x_3,0.225)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.123529411764706,x_0,0.523529411764706), docplex.mp.RangeConstraint[input_range_1](0.5916666666666666,x_1,0.9916666666666665), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.25263157894736843), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.325)]}, {'eq': {'x_2': 0.0526315789473684}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.02352941176470602,x_0,0.623529411764706), docplex.mp.RangeConstraint[input_range_1](0.49166666666666653,x_1,1), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.425)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.723529411764706), docplex.mp.RangeConstraint[input_range_1](0.3916666666666665,x_1,1)]}, {'eq': {'x_1': 0.7916666666666665, 'x_2': 0.0526315789473684}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8235294117647061), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.625)]}, {'eq': {'x_1': 0.7916666666666665, 'x_2': 0.0526315789473684}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9235294117647059), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.725)]}, {'eq': {'x_1': 0.7916666666666665, 'x_2': 0.0526315789473684, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.7916666666666665, 'x_2': 0.0526315789473684, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.7916666666666665, 'x_2': 0.0526315789473684, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.7916666666666665, 'x_2': 0.0526315789473684, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
