dataset,modelo,instance,relaxed_time_milp_relaxed,relaxed_len_milp_relaxed,relaxed_explanation
iris,model_2layers_20neurons.h5,57,0.0693283081054687,3,"{'x_1': 0.625, 'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}"
iris,model_2layers_20neurons.h5,58,0.061471939086914,3,"{'x_1': 0.7499999999999998, 'x_2': 0.1578947368421052, 'x_3': 0.125}"
iris,model_2layers_20neurons.h5,59,0.0535445213317871,3,"{'x_1': 0.0, 'x_2': 0.4385964912280701, 'x_3': 0.375}"
iris,model_2layers_20neurons.h5,60,0.0652337074279785,4,"{'x_0': 0.588235294117647, 'x_1': 0.2916666666666667, 'x_2': 0.6842105263157895, 'x_3': 0.7083333333333334}"
iris,model_2layers_20neurons.h5,61,0.0635912418365478,3,"{'x_1': 0.5833333333333333, 'x_2': 0.1578947368421052, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,62,0.0715172290802002,3,"{'x_1': 0.4166666666666667, 'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,63,0.0640094280242919,3,"{'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}"
iris,model_2layers_20neurons.h5,64,0.0527958869934082,3,"{'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,65,0.0712378025054931,3,"{'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,66,0.053851842880249,3,"{'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}"
iris,model_2layers_20neurons.h5,67,0.068666934967041,4,"{'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}"
iris,model_2layers_20neurons.h5,68,0.0738656520843505,3,"{'x_1': 0.5, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,69,0.0508182048797607,3,"{'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,70,0.0743286609649658,4,"{'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}"
iris,model_2layers_20neurons.h5,71,0.0693995952606201,3,"{'x_1': 0.9166666666666669, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,72,0.0779049396514892,4,"{'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}"
iris,model_2layers_20neurons.h5,73,0.06646728515625,4,"{'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}"
iris,model_2layers_20neurons.h5,74,0.0870923995971679,3,"{'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}"
iris,model_2layers_20neurons.h5,75,0.0532798767089843,3,"{'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_2layers_20neurons.h5,76,0.0662598609924316,4,"{'x_0': 0.5588235294117647, 'x_1': 0.5833333333333333, 'x_2': 0.7719298245614036, 'x_3': 0.9166666666666666}"
iris,model_2layers_20neurons.h5,77,0.0506525039672851,4,"{'x_0': 0.3529411764705883, 'x_1': 0.1249999999999998, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,78,0.0653750896453857,3,"{'x_1': 0.7916666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.125}"
iris,model_2layers_20neurons.h5,79,0.0517981052398681,3,"{'x_1': 0.1249999999999998, 'x_2': 0.4035087719298245, 'x_3': 0.375}"
iris,model_2layers_20neurons.h5,80,0.0707378387451171,4,"{'x_0': 0.6176470588235294, 'x_1': 0.2916666666666667, 'x_2': 0.7543859649122806, 'x_3': 0.75}"
iris,model_2layers_20neurons.h5,81,0.0734913349151611,3,"{'x_1': 0.5416666666666665, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,82,0.0723738670349121,3,"{'x_1': 0.5, 'x_2': 0.0350877192982456, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,83,0.0595080852508544,3,"{'x_1': 0.1666666666666666, 'x_2': 0.4912280701754385, 'x_3': 0.4166666666666667}"
iris,model_2layers_20neurons.h5,84,0.0684008598327636,4,"{'x_0': 0.7058823529411764, 'x_1': 0.4166666666666667, 'x_2': 0.7017543859649122, 'x_3': 0.6666666666666667}"
iris,model_2layers_20neurons.h5,85,0.0732097625732421,3,"{'x_1': 0.4583333333333332, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,86,0.0692806243896484,4,"{'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}"
iris,model_2layers_20neurons.h5,87,0.0727217197418212,3,"{'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,88,0.0693650245666503,3,"{'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}"
iris,model_2layers_20neurons.h5,89,0.0501830577850341,4,"{'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}"
iris,model_2layers_20neurons.h5,90,0.048255443572998,4,"{'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}"
iris,model_2layers_20neurons.h5,91,0.0721142292022705,4,"{'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}"
iris,model_2layers_20neurons.h5,92,0.0628514289855957,4,"{'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}"
iris,model_2layers_20neurons.h5,93,0.0543684959411621,4,"{'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}"
iris,model_2layers_20neurons.h5,94,0.0699560642242431,4,"{'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}"
iris,model_2layers_20neurons.h5,95,0.0489284992218017,3,"{'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_2layers_20neurons.h5,96,0.0745105743408203,3,"{'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_2layers_20neurons.h5,97,0.0638377666473388,2,"{'x_2': 0.0175438596491228, 'x_3': 0.0}"
iris,model_2layers_20neurons.h5,98,0.0637540817260742,4,"{'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}"
iris,model_2layers_20neurons.h5,99,0.065000295639038,4,"{'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,0,0.0926132202148437,3,"{'x_1': 0.3749999999999998, 'x_2': 0.6071428571428571, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,1,0.1176607608795166,3,"{'x_1': 1.0, 'x_2': 0.0714285714285714, 'x_3': 0.0909090909090909}"
iris,model_3layers_20neurons.h5,2,0.0959722995758056,3,"{'x_1': 0.25, 'x_2': 1.0, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,3,0.0664162635803222,4,"{'x_0': 0.40625, 'x_1': 0.4374999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}"
iris,model_3layers_20neurons.h5,4,0.0811712741851806,4,"{'x_0': 0.65625, 'x_1': 0.3749999999999998, 'x_2': 0.6249999999999999, 'x_3': 0.5909090909090909}"
iris,model_3layers_20neurons.h5,5,0.1168673038482666,3,"{'x_1': 0.75, 'x_2': 0.0357142857142856, 'x_3': 0.1363636363636363}"
iris,model_3layers_20neurons.h5,6,0.0766346454620361,4,"{'x_0': 0.28125, 'x_1': 0.4374999999999998, 'x_2': 0.4107142857142857, 'x_3': 0.5454545454545455}"
iris,model_3layers_20neurons.h5,7,0.0780074596405029,4,"{'x_0': 0.6875, 'x_1': 0.5625, 'x_2': 0.6785714285714284, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,8,0.0783190727233886,4,"{'x_0': 0.46875, 'x_1': 0.0, 'x_2': 0.5714285714285714, 'x_3': 0.6363636363636365}"
iris,model_3layers_20neurons.h5,9,0.0988707542419433,4,"{'x_0': 0.34375, 'x_1': 0.3125, 'x_2': 0.4642857142857142, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,10,0.1265654563903808,4,"{'x_0': 0.5625, 'x_1': 0.625, 'x_2': 0.6785714285714284, 'x_3': 0.8636363636363638}"
iris,model_3layers_20neurons.h5,11,0.1523733139038086,2,"{'x_2': 0.0178571428571428, 'x_3': 0.0}"
iris,model_3layers_20neurons.h5,12,0.1235809326171875,2,"{'x_2': 0.0, 'x_3': 0.0454545454545454}"
iris,model_3layers_20neurons.h5,13,0.123673677444458,2,"{'x_2': 0.0357142857142856, 'x_3': 0.0}"
iris,model_3layers_20neurons.h5,14,0.1184329986572265,2,"{'x_2': 0.0357142857142856, 'x_3': 0.0909090909090909}"
iris,model_3layers_20neurons.h5,15,0.0869019031524658,3,"{'x_1': 0.6875, 'x_2': 0.6071428571428571, 'x_3': 0.681818181818182}"
iris,model_3layers_20neurons.h5,16,0.093250036239624,4,"{'x_0': 0.5625, 'x_1': 0.5, 'x_2': 0.8035714285714285, 'x_3': 0.9545454545454548}"
iris,model_3layers_20neurons.h5,17,0.0937252044677734,4,"{'x_0': 0.28125, 'x_1': 0.1874999999999997, 'x_2': 0.4642857142857142, 'x_3': 0.4545454545454546}"
iris,model_3layers_20neurons.h5,18,0.0980317592620849,4,"{'x_0': 0.3125, 'x_1': 0.3749999999999998, 'x_2': 0.5714285714285714, 'x_3': 0.5454545454545455}"
iris,model_3layers_20neurons.h5,19,0.08097505569458,4,"{'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9545454545454548}"
iris,model_3layers_20neurons.h5,20,0.1124377250671386,2,"{'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}"
iris,model_3layers_20neurons.h5,21,0.0885696411132812,4,"{'x_0': 0.4375, 'x_1': 0.5, 'x_2': 0.6428571428571429, 'x_3': 0.7727272727272728}"
iris,model_3layers_20neurons.h5,22,0.1204392910003662,3,"{'x_1': 0.75, 'x_2': 0.0535714285714285, 'x_3': 0.1363636363636363}"
iris,model_3layers_20neurons.h5,23,0.1100602149963378,4,"{'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}"
iris,model_3layers_20neurons.h5,24,0.0763552188873291,4,"{'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}"
iris,model_3layers_20neurons.h5,25,0.0916380882263183,4,"{'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,26,0.0661556720733642,4,"{'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}"
iris,model_3layers_20neurons.h5,27,0.0971405506134033,4,"{'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,28,0.1320838928222656,2,"{'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}"
iris,model_3layers_20neurons.h5,29,0.1112987995147705,2,"{'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}"
iris,model_3layers_20neurons.h5,30,0.116661787033081,2,"{'x_2': 0.0, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,31,0.1183884143829345,3,"{'x_1': 1.0, 'x_2': 0.087719298245614, 'x_3': 0.125}"
iris,model_3layers_20neurons.h5,32,0.093757152557373,3,"{'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}"
iris,model_3layers_20neurons.h5,33,0.1113040447235107,2,"{'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,34,0.1192035675048828,2,"{'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,35,0.1210665702819824,4,"{'x_0': 0.588235294117647, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}"
iris,model_3layers_20neurons.h5,36,0.1024510860443115,3,"{'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,37,0.1074488162994384,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,38,0.117002248764038,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,39,0.1191117763519287,2,"{'x_2': 0.087719298245614, 'x_3': 0.0}"
iris,model_3layers_20neurons.h5,40,0.0932855606079101,4,"{'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}"
iris,model_3layers_20neurons.h5,41,0.0902507305145263,3,"{'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}"
iris,model_3layers_20neurons.h5,42,0.081233263015747,4,"{'x_0': 0.7058823529411764, 'x_1': 0.4583333333333332, 'x_2': 0.6491228070175439, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,43,0.1177351474761962,3,"{'x_1': 0.7916666666666665, 'x_2': 0.0526315789473684, 'x_3': 0.125}"
iris,model_3layers_20neurons.h5,44,0.105933666229248,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,45,0.0921192169189453,4,"{'x_0': 0.3529411764705883, 'x_1': 0.1666666666666666, 'x_2': 0.4736842105263158, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,46,0.0899970531463623,4,"{'x_0': 0.588235294117647, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,47,0.0800836086273193,4,"{'x_0': 0.6176470588235294, 'x_1': 0.4583333333333332, 'x_2': 0.7894736842105262, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,48,0.0918912887573242,3,"{'x_1': 0.4166666666666667, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}"
iris,model_3layers_20neurons.h5,49,0.0875463485717773,4,"{'x_0': 0.8529411764705881, 'x_1': 0.6666666666666667, 'x_2': 0.8947368421052629, 'x_3': 1.0}"
iris,model_3layers_20neurons.h5,50,0.0914266109466552,3,"{'x_1': 0.375, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,51,0.069831371307373,4,"{'x_0': 0.9705882352941176, 'x_1': 0.4166666666666667, 'x_2': 0.982456140350877, 'x_3': 0.8333333333333335}"
iris,model_3layers_20neurons.h5,52,0.0707209110260009,4,"{'x_0': 0.3823529411764705, 'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,53,0.1133866310119628,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,54,0.0697073936462402,4,"{'x_0': 0.9999999999999998, 'x_1': 0.3333333333333332, 'x_2': 1.0, 'x_3': 0.7916666666666667}"
iris,model_3layers_20neurons.h5,55,0.0747363567352294,4,"{'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.5438596491228069, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,56,0.1149041652679443,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,57,0.1176457405090332,2,"{'x_2': 0.0526315789473684, 'x_3': 0.0833333333333333}"
iris,model_3layers_20neurons.h5,58,0.1461274623870849,3,"{'x_1': 0.7499999999999998, 'x_2': 0.1578947368421052, 'x_3': 0.125}"
iris,model_3layers_20neurons.h5,59,0.1190249919891357,4,"{'x_0': 0.2058823529411764, 'x_1': 0.0, 'x_2': 0.4385964912280701, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,60,0.0744671821594238,4,"{'x_0': 0.588235294117647, 'x_1': 0.2916666666666667, 'x_2': 0.6842105263157895, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,61,0.1473035812377929,3,"{'x_1': 0.5833333333333333, 'x_2': 0.1578947368421052, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,62,0.1204903125762939,2,"{'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,63,0.1286320686340332,3,"{'x_1': 0.5416666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.1666666666666666}"
iris,model_3layers_20neurons.h5,64,0.0846259593963623,4,"{'x_0': 0.3823529411764705, 'x_1': 0.2916666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,65,0.1079483032226562,2,"{'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,66,0.0721101760864257,4,"{'x_0': 0.411764705882353, 'x_1': 0.4166666666666667, 'x_2': 0.5614035087719298, 'x_3': 0.4583333333333333}"
iris,model_3layers_20neurons.h5,67,0.0872671604156494,4,"{'x_0': 0.9999999999999998, 'x_1': 0.7499999999999998, 'x_2': 1.0, 'x_3': 0.8750000000000001}"
iris,model_3layers_20neurons.h5,68,0.120413064956665,2,"{'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,69,0.2708282470703125,3,"{'x_1': 0.375, 'x_2': 0.5789473684210525, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,70,0.1021668910980224,4,"{'x_0': 0.411764705882353, 'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.7916666666666667}"
